#LINK,,,,,,,,
#file_name,keifuku_rosenkeitou,,,,,,,
#lang,ja,,,,,,,
#attribution_name,fukuishi,,,,,,,
#property,路線番号,系統番号,順序,バス停番号,バス停番号枝番,路線名,系統名,バス停名
#object_type_xsd,int,int,int,int,int,string,string,string
#property_context,assertion,assertion,assertion,assertion,assertion,assertion,assertion,assertion
3707,57,1,4,111,12,心臓センター町屋線,福井駅→フレンドタウン→心臓センター,裁判所前
3708,57,1,5,113,0,心臓センター町屋線,福井駅→フレンドタウン→心臓センター,郷土歴史博物館
3709,57,1,6,116,2,心臓センター町屋線,福井駅→フレンドタウン→心臓センター,養浩館口江戸上町
3710,57,1,7,120,2,心臓センター町屋線,福井駅→フレンドタウン→心臓センター,松本二丁目
3711,57,1,8,121,2,心臓センター町屋線,福井駅→フレンドタウン→心臓センター,松本三丁目
3712,57,1,9,122,2,心臓センター町屋線,福井駅→フレンドタウン→心臓センター,町屋町
3713,57,1,10,123,2,心臓センター町屋線,福井駅→フレンドタウン→心臓センター,松本小学校前
3714,57,1,11,124,2,心臓センター町屋線,福井駅→フレンドタウン→心臓センター,医師会館口
3715,57,1,12,8373,2,心臓センター町屋線,福井駅→フレンドタウン→心臓センター,医師会館前
3716,57,1,13,8372,2,心臓センター町屋線,福井駅→フレンドタウン→心臓センター,大願寺
3717,57,1,14,8371,2,心臓センター町屋線,福井駅→フレンドタウン→心臓センター,町屋グラウンド
3718,57,1,15,8016,0,心臓センター町屋線,福井駅→フレンドタウン→心臓センター,フレンドタウン福井
3719,57,1,16,8370,0,心臓センター町屋線,福井駅→フレンドタウン→心臓センター,開発二丁目
3720,57,1,17,967,2,心臓センター町屋線,福井駅→フレンドタウン→心臓センター,開発一丁目
3721,57,1,18,1256,2,心臓センター町屋線,福井駅→フレンドタウン→心臓センター,中新保
3722,57,1,19,969,0,心臓センター町屋線,福井駅→フレンドタウン→心臓センター,心臓センター
3723,57,2,1,969,0,心臓センター町屋線,心臓センター→フレンドタウン→福井駅,心臓センター
3724,57,2,2,1256,1,心臓センター町屋線,心臓センター→フレンドタウン→福井駅,中新保
3725,57,2,3,967,1,心臓センター町屋線,心臓センター→フレンドタウン→福井駅,開発一丁目
3726,57,2,4,8370,0,心臓センター町屋線,心臓センター→フレンドタウン→福井駅,開発二丁目
3727,57,2,5,8016,0,心臓センター町屋線,心臓センター→フレンドタウン→福井駅,フレンドタウン福井
3728,57,2,6,8371,1,心臓センター町屋線,心臓センター→フレンドタウン→福井駅,町屋グラウンド
3729,57,2,7,8372,1,心臓センター町屋線,心臓センター→フレンドタウン→福井駅,大願寺
3730,57,2,8,8373,1,心臓センター町屋線,心臓センター→フレンドタウン→福井駅,医師会館前
3731,57,2,9,124,1,心臓センター町屋線,心臓センター→フレンドタウン→福井駅,医師会館口
3732,57,2,10,123,1,心臓センター町屋線,心臓センター→フレンドタウン→福井駅,松本小学校前
3733,57,2,11,122,1,心臓センター町屋線,心臓センター→フレンドタウン→福井駅,町屋町
3734,57,2,12,121,1,心臓センター町屋線,心臓センター→フレンドタウン→福井駅,松本三丁目
3735,57,2,13,120,1,心臓センター町屋線,心臓センター→フレンドタウン→福井駅,松本二丁目
3736,57,2,14,116,1,心臓センター町屋線,心臓センター→フレンドタウン→福井駅,養浩館口江戸上町
3737,57,2,15,114,0,心臓センター町屋線,心臓センター→フレンドタウン→福井駅,教育センター前
3738,57,2,16,111,10,心臓センター町屋線,心臓センター→フレンドタウン→福井駅,裁判所前
3739,57,2,17,112,1,心臓センター町屋線,心臓センター→フレンドタウン→福井駅,大名町
3740,57,2,18,47,1,心臓センター町屋線,心臓センター→フレンドタウン→福井駅,駅前大通り
3741,57,2,19,2,7,心臓センター町屋線,心臓センター→フレンドタウン→福井駅,福井駅
3742,57,3,1,2,1,心臓センター町屋線,福井駅→心臓センター,福井駅
3743,57,3,2,47,2,心臓センター町屋線,福井駅→心臓センター,駅前大通り
3744,57,3,3,112,2,心臓センター町屋線,福井駅→心臓センター,大名町
3745,57,3,4,111,12,心臓センター町屋線,福井駅→心臓センター,裁判所前
3746,57,3,5,113,0,心臓センター町屋線,福井駅→心臓センター,郷土歴史博物館
3747,57,3,6,116,2,心臓センター町屋線,福井駅→心臓センター,養浩館口江戸上町
3748,57,3,7,120,2,心臓センター町屋線,福井駅→心臓センター,松本二丁目
3749,57,3,8,121,2,心臓センター町屋線,福井駅→心臓センター,松本三丁目
3750,57,3,9,122,2,心臓センター町屋線,福井駅→心臓センター,町屋町
3751,57,3,10,123,2,心臓センター町屋線,福井駅→心臓センター,松本小学校前
3752,57,3,11,124,2,心臓センター町屋線,福井駅→心臓センター,医師会館口
3753,57,3,12,8373,2,心臓センター町屋線,福井駅→心臓センター,医師会館前
3754,57,3,13,8372,2,心臓センター町屋線,福井駅→心臓センター,大願寺
3755,57,3,14,8371,2,心臓センター町屋線,福井駅→心臓センター,町屋グラウンド
3756,57,3,15,8370,0,心臓センター町屋線,福井駅→心臓センター,開発二丁目
3757,57,3,16,967,2,心臓センター町屋線,福井駅→心臓センター,開発一丁目
3758,57,3,17,1256,2,心臓センター町屋線,福井駅→心臓センター,中新保
3759,57,3,18,969,0,心臓センター町屋線,福井駅→心臓センター,心臓センター
3760,57,4,1,969,0,心臓センター町屋線,心臓センター→福井駅,心臓センター
3761,57,4,2,1256,1,心臓センター町屋線,心臓センター→福井駅,中新保
3762,57,4,3,967,1,心臓センター町屋線,心臓センター→福井駅,開発一丁目
3763,57,4,4,8370,0,心臓センター町屋線,心臓センター→福井駅,開発二丁目
3764,57,4,5,8371,1,心臓センター町屋線,心臓センター→福井駅,町屋グラウンド
3765,57,4,6,8372,1,心臓センター町屋線,心臓センター→福井駅,大願寺
3766,57,4,7,8373,1,心臓センター町屋線,心臓センター→福井駅,医師会館前
3767,57,4,8,124,1,心臓センター町屋線,心臓センター→福井駅,医師会館口
3768,57,4,9,123,1,心臓センター町屋線,心臓センター→福井駅,松本小学校前
3769,57,4,10,122,1,心臓センター町屋線,心臓センター→福井駅,町屋町
3770,57,4,11,121,1,心臓センター町屋線,心臓センター→福井駅,松本三丁目
3771,57,4,12,120,1,心臓センター町屋線,心臓センター→福井駅,松本二丁目
3772,57,4,13,116,1,心臓センター町屋線,心臓センター→福井駅,養浩館口江戸上町
3773,57,4,14,114,0,心臓センター町屋線,心臓センター→福井駅,教育センター前
3774,57,4,15,111,10,心臓センター町屋線,心臓センター→福井駅,裁判所前
3775,57,4,16,112,1,心臓センター町屋線,心臓センター→福井駅,大名町
3776,57,4,17,47,1,心臓センター町屋線,心臓センター→福井駅,駅前大通り
3777,57,4,18,2,7,心臓センター町屋線,心臓センター→福井駅,福井駅
3778,59,1,1,2,5,大野線（川上経由）,福井駅→川上→ヴィオ,福井駅
3779,59,1,2,47,2,大野線（川上経由）,福井駅→川上→ヴィオ,駅前大通り
3780,59,1,3,177,2,大野線（川上経由）,福井駅→川上→ヴィオ,柴田神社
3781,59,1,4,176,2,大野線（川上経由）,福井駅→川上→ヴィオ,豊島東公園口
3782,59,1,5,175,2,大野線（川上経由）,福井駅→川上→ヴィオ,勝見二丁目
3783,59,1,6,185,2,大野線（川上経由）,福井駅→川上→ヴィオ,御幸三丁目
3784,59,1,7,186,2,大野線（川上経由）,福井駅→川上→ヴィオ,和田公民館前
3785,59,1,8,187,2,大野線（川上経由）,福井駅→川上→ヴィオ,東部プラザ前
3786,59,1,9,188,2,大野線（川上経由）,福井駅→川上→ヴィオ,和田東
3787,59,1,10,189,2,大野線（川上経由）,福井駅→川上→ヴィオ,和田中
3788,59,1,11,281,0,大野線（川上経由）,福井駅→川上→ヴィオ,済生会病院
3789,59,1,12,8146,2,大野線（川上経由）,福井駅→川上→ヴィオ,神明北
3790,59,1,13,283,0,大野線（川上経由）,福井駅→川上→ヴィオ,曽万布
3791,59,1,14,284,0,大野線（川上経由）,福井駅→川上→ヴィオ,別所口
3792,59,1,15,285,0,大野線（川上経由）,福井駅→川上→ヴィオ,荒木口
3793,59,1,16,286,0,大野線（川上経由）,福井駅→川上→ヴィオ,酒生郵便局前
3794,59,1,17,287,0,大野線（川上経由）,福井駅→川上→ヴィオ,荒木新保
3795,59,1,18,288,0,大野線（川上経由）,福井駅→川上→ヴィオ,酒生公民館
3796,59,1,19,289,0,大野線（川上経由）,福井駅→川上→ヴィオ,成願寺
3797,59,1,20,290,0,大野線（川上経由）,福井駅→川上→ヴィオ,桜谷
3798,59,1,21,313,0,大野線（川上経由）,福井駅→川上→ヴィオ,篠尾西
3799,59,1,22,291,0,大野線（川上経由）,福井駅→川上→ヴィオ,篠尾
3800,59,1,23,8147,0,大野線（川上経由）,福井駅→川上→ヴィオ,篠尾東
3801,59,1,24,195,2,大野線（川上経由）,福井駅→川上→ヴィオ,高尾口
3802,59,1,25,196,2,大野線（川上経由）,福井駅→川上→ヴィオ,前波
3803,59,1,26,197,2,大野線（川上経由）,福井駅→川上→ヴィオ,宿布
3804,59,1,27,198,2,大野線（川上経由）,福井駅→川上→ヴィオ,下新橋
3805,59,1,28,199,2,大野線（川上経由）,福井駅→川上→ヴィオ,高田橋
3806,59,1,29,200,2,大野線（川上経由）,福井駅→川上→ヴィオ,美山田尻
3807,59,1,30,201,2,大野線（川上経由）,福井駅→川上→ヴィオ,市波
3808,59,1,31,202,2,大野線（川上経由）,福井駅→川上→ヴィオ,奈良瀬
3809,59,1,32,203,0,大野線（川上経由）,福井駅→川上→ヴィオ,大久保
3810,59,1,33,204,0,大野線（川上経由）,福井駅→川上→ヴィオ,小和清水
3811,59,1,34,205,11,大野線（川上経由）,福井駅→川上→ヴィオ,上新橋
3812,59,1,35,206,2,大野線（川上経由）,福井駅→川上→ヴィオ,品ケ瀬
3813,59,1,36,8187,0,大野線（川上経由）,福井駅→川上→ヴィオ,美山駅
3814,59,1,37,208,2,大野線（川上経由）,福井駅→川上→ヴィオ,境寺
3815,59,1,38,209,2,大野線（川上経由）,福井駅→川上→ヴィオ,間戸口
3816,59,1,39,210,2,大野線（川上経由）,福井駅→川上→ヴィオ,薬師
3817,59,1,40,211,2,大野線（川上経由）,福井駅→川上→ヴィオ,上薬師
3818,59,1,41,212,2,大野線（川上経由）,福井駅→川上→ヴィオ,仁位口
3819,59,1,42,213,2,大野線（川上経由）,福井駅→川上→ヴィオ,縫原
3820,59,1,43,214,2,大野線（川上経由）,福井駅→川上→ヴィオ,大宮
3821,59,1,44,215,2,大野線（川上経由）,福井駅→川上→ヴィオ,追分口
3822,59,1,45,216,2,大野線（川上経由）,福井駅→川上→ヴィオ,野波口
3823,59,1,46,1301,0,大野線（川上経由）,福井駅→川上→ヴィオ,計石第２
3824,59,1,47,1302,0,大野線（川上経由）,福井駅→川上→ヴィオ,川上
3825,59,1,48,1303,0,大野線（川上経由）,福井駅→川上→ヴィオ,下丁
3826,59,1,49,1304,0,大野線（川上経由）,福井駅→川上→ヴィオ,犬山
3827,59,1,50,8148,2,大野線（川上経由）,福井駅→川上→ヴィオ,中丁
3828,59,1,51,222,2,大野線（川上経由）,福井駅→川上→ヴィオ,大橋
3829,59,1,52,231,0,大野線（川上経由）,福井駅→川上→ヴィオ,京福中野車庫
3830,59,1,53,223,2,大野線（川上経由）,福井駅→川上→ヴィオ,水落
3831,59,1,54,224,2,大野線（川上経由）,福井駅→川上→ヴィオ,大野三番
3832,59,1,55,225,2,大野線（川上経由）,福井駅→川上→ヴィオ,大野銀座
3833,59,1,56,226,2,大野線（川上経由）,福井駅→川上→ヴィオ,大野六間
3834,59,1,57,227,1,大野線（川上経由）,福井駅→川上→ヴィオ,寺町口
3835,59,1,58,228,0,大野線（川上経由）,福井駅→川上→ヴィオ,越前大野駅
3836,59,1,59,8176,2,大野線（川上経由）,福井駅→川上→ヴィオ,薬袋クリニック前
3837,59,1,60,1308,2,大野線（川上経由）,福井駅→川上→ヴィオ,糸魚町
3838,59,1,61,234,2,大野線（川上経由）,福井駅→川上→ヴィオ,イトヨの里会館口
3839,59,1,62,1307,2,大野線（川上経由）,福井駅→川上→ヴィオ,大野高校口
3840,59,1,63,1306,0,大野線（川上経由）,福井駅→川上→ヴィオ,鍬掛
3841,59,1,64,232,0,大野線（川上経由）,福井駅→川上→ヴィオ,ヴィオ
3842,59,2,1,232,0,大野線（川上経由）,ヴィオ→川上→福井駅,ヴィオ
3843,59,2,2,1306,0,大野線（川上経由）,ヴィオ→川上→福井駅,鍬掛
3844,59,2,3,1307,1,大野線（川上経由）,ヴィオ→川上→福井駅,大野高校口
3845,59,2,4,234,1,大野線（川上経由）,ヴィオ→川上→福井駅,イトヨの里会館口
3846,59,2,5,1308,1,大野線（川上経由）,ヴィオ→川上→福井駅,糸魚町
3847,59,2,6,8176,1,大野線（川上経由）,ヴィオ→川上→福井駅,薬袋クリニック前
3848,59,2,7,228,0,大野線（川上経由）,ヴィオ→川上→福井駅,越前大野駅
3849,59,2,8,227,1,大野線（川上経由）,ヴィオ→川上→福井駅,寺町口
3850,59,2,9,226,1,大野線（川上経由）,ヴィオ→川上→福井駅,大野六間
3851,59,2,10,225,1,大野線（川上経由）,ヴィオ→川上→福井駅,大野銀座
3852,59,2,11,224,1,大野線（川上経由）,ヴィオ→川上→福井駅,大野三番
3853,59,2,12,223,1,大野線（川上経由）,ヴィオ→川上→福井駅,水落
3854,59,2,13,231,0,大野線（川上経由）,ヴィオ→川上→福井駅,京福中野車庫
3855,59,2,14,222,1,大野線（川上経由）,ヴィオ→川上→福井駅,大橋
3856,59,2,15,8148,1,大野線（川上経由）,ヴィオ→川上→福井駅,中丁
3857,59,2,16,1304,0,大野線（川上経由）,ヴィオ→川上→福井駅,犬山
3858,59,2,17,1303,0,大野線（川上経由）,ヴィオ→川上→福井駅,下丁
3859,59,2,18,1302,0,大野線（川上経由）,ヴィオ→川上→福井駅,川上
3860,59,2,19,1301,0,大野線（川上経由）,ヴィオ→川上→福井駅,計石第２
3861,59,2,20,216,1,大野線（川上経由）,ヴィオ→川上→福井駅,野波口
3862,59,2,21,215,1,大野線（川上経由）,ヴィオ→川上→福井駅,追分口
3863,59,2,22,214,1,大野線（川上経由）,ヴィオ→川上→福井駅,大宮
3864,59,2,23,213,1,大野線（川上経由）,ヴィオ→川上→福井駅,縫原
3865,59,2,24,212,1,大野線（川上経由）,ヴィオ→川上→福井駅,仁位口
3866,59,2,25,211,1,大野線（川上経由）,ヴィオ→川上→福井駅,上薬師
3867,59,2,26,210,1,大野線（川上経由）,ヴィオ→川上→福井駅,薬師
3868,59,2,27,209,1,大野線（川上経由）,ヴィオ→川上→福井駅,間戸口
3869,59,2,28,208,1,大野線（川上経由）,ヴィオ→川上→福井駅,境寺
3870,59,2,29,8187,0,大野線（川上経由）,ヴィオ→川上→福井駅,美山駅
3871,59,2,30,206,1,大野線（川上経由）,ヴィオ→川上→福井駅,品ケ瀬
3872,59,2,31,205,11,大野線（川上経由）,ヴィオ→川上→福井駅,上新橋
3873,59,2,32,204,0,大野線（川上経由）,ヴィオ→川上→福井駅,小和清水
3874,59,2,33,203,0,大野線（川上経由）,ヴィオ→川上→福井駅,大久保
3875,59,2,34,202,1,大野線（川上経由）,ヴィオ→川上→福井駅,奈良瀬
